name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
"Class"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|858|705603|0.000026|173|4078|2848|25574|3434.334138
LLScopedLock::unlock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|422|3486|0.000000|98|35|6|317|52.482299
LLViewerWindow::updateLayout|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3993|1499130|0.000056|172|8715|6669|39384|3378.099414
"getGeometryVolume - tcoord"|E:\BoxxyViewer\indra\newview\llface.cpp|1592|5818662|0.000217|4718|1233|99|110330|4871.193238
"df processMiscNativeEvents"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1385|42413625|0.001579|172|246590|22594|27626596|2101931.656561
LLVolumeImplFlexible::updateClass|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|95|4551928|0.000169|173|26311|15892|63140|5846.753999
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2389|1246|0.000000|23|54|36|143|24.338522
"tfwdw - DONE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1931|3241|0.000000|18|180|25|471|134.229610
LLHUDNameTag::renderText|E:\BoxxyViewer\indra\newview\llhudnametag.cpp|246|72836492|0.002711|7224|10082|3000|1398556|31964.294969
LLViewerFetchedTexture::addToCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1400|17255|0.000001|14|1232|121|2821|663.984187
"deferred poolrender"|E:\BoxxyViewer\indra\newview\pipeline.cpp|4294|715217376|0.026620|7772|92024|23|6012724|505434.438388
"tfwdw - DECODE_IMAGE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1743|96328|0.000004|18|5351|2404|7257|1391.405553
FTM_PROCESS_OBJECTS|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|399|10053017|0.000374|220|45695|4914|191127|25742.713998
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2576|27185|0.000001|3406|7|6|687|14.322579
LLStringUtilBase<char>::format|E:\BoxxyViewer\indra\llcommon\llstring.cpp|1740|21088|0.000001|2|10544|5576|15512|7025.812978
"rebuildMesh - flush"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6507|15063673|0.000561|742|20301|21|1748865|94764.851566
"glTexImage2D"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1455|176267|0.000007|35|5036|423|13254|4740.519725
LLPolyMorphTarget::apply|E:\BoxxyViewer\indra\llappearance\llpolymorph.cpp|549|5447254|0.000203|2965|1837|490|75132|1628.935413
LLWindowWin32::updateCursor|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2262|6988|0.000000|172|40|34|117|16.110728
micro_sleep|E:\BoxxyViewer\indra\llcommon\lltimer.cpp|94|10475327641|0.389881|1817|5765177|2008331|1000967359|46842846.387890
LLTextureCacheRemoteWorker::doWrite|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|536|13523571|0.000503|16|845223|454619|4424377|966726.812871
"gi - PeekMessage"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2341|4115141|0.000153|172|23925|5423|652181|72400.595757
LLGLSLShader::uniform3f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1390|865459|0.000032|60321|14|8|12628|60.931756
LLVOAvatar::renderSkinned|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|5540|25471644|0.000948|27992|909|136|114046|1390.839014
LLDrawPoolAvatar::beginShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|281|1239802|0.000046|6144|201|67|4421|147.069442
update_statistics|E:\BoxxyViewer\indra\newview\llviewerstats.cpp|463|5585066|0.000208|172|32471|13376|75830|6292.246306
"GPU Collect"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|4111|3955|0.000000|172|22|20|167|12.039166
"mwp - DefWindowProc"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3621|107582|0.000004|117|919|154|27191|3236.394078
LLVolumeImplFlexible::doFlexibleUpdate|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|431|29856|0.000001|37|806|392|2292|424.762548
LLFace::init|E:\BoxxyViewer\indra\newview\llface.cpp|125|47309|0.000002|1753|26|11|874|44.977233
LLCore::HttpOpRequest::setupGetByteRange|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|328|11160|0.000000|20|558|159|1891|353.508431
"lllog"|E:\BoxxyViewer\indra\llmessage\llcoproceduremanager.cpp|486|1742|0.000000|27|64|6|312|90.306742
LLTextureCache::writeToFastCache|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|2088|317556|0.000012|2|158778|107859|209697|72010.340382
LLGLSLShader::uniformMatrix3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1657|2716189|0.000101|143282|18|6|8579|46.466153
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp|325|61441|0.000002|818|75|6|4112|169.592272
LLPipeline::renderDebug|E:\BoxxyViewer\indra\newview\pipeline.cpp|4502|536449|0.000020|866|619|77|17646|732.773692
"lllog"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2371|489|0.000000|8|61|8|120|43.446190
"vbo cache timeout"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|551|822177|0.000031|40|20554|199|167495|35785.379475
LLSettingsBlenderTimeDelta::applyTimeDelta|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|803|8547545|0.000318|346|24703|4243|140951|20030.794218
LLTextBase::appendText|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2552|1228463|0.000046|332|3700|12|54807|3880.210585
LLBumpImageList::onSourceUpdated|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|870|77494|0.000003|16|4843|1333|9186|3112.442856
LLViewerObjectList::killObject|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1335|748120|0.000028|42|17812|12918|23492|2386.750562
LLKeyframeMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframemotion.cpp|686|113554370|0.004226|23728|4785|168|99852|8043.150229
LLDrawPoolFullbrightAlphaMask::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|186|7840190|0.000292|1011|7754|231|139333|9633.142487
"w32t - GetMessage"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5577|5154305708|0.191838|110|46857324|42277239|51235257|1887727.987845
LLViewerRegion::applyCacheMiscExtras|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|3882|498264|0.000019|4888|101|7|1635|148.666749
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|493|831|0.000000|5|166|115|350|102.887074
"getGeometryVolume - texgen"|E:\BoxxyViewer\indra\newview\llface.cpp|1712|1421441|0.000053|3497|406|26|84611|3027.618935
"Exact OIT conditional fallback submission"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1588|222389255|0.008277|172|1292960|1075446|1588709|112765.014530
"df resumeMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1477|248608|0.000009|173|1437|873|3336|330.219615
LLSpatialPartition::rebuildGeom|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|357|55280|0.000002|1235|44|7|925|72.515521
LLVolumeGeometryManager::rebuildMesh|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6438|19438720|0.000723|299748|64|6|1749997|4845.074318
LLPipeline::resetDrawOrders|E:\BoxxyViewer\indra\newview\pipeline.cpp|5506|5712350|0.000213|1290|4428|868|32294|2343.658083
LLSpatialPartition::remove|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|956|3401905|0.000127|1356|2508|133|41820|4410.565942
LLFontWidthBuffer::getWidth|E:\BoxxyViewer\indra\llrender\llfontvertexbuffer.cpp|273|2763042|0.000103|19382|142|6|37009|399.059592
"doOcclusion - push"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1230|12934383|0.000481|45099|286|171|27880|220.016004
LLDrawPoolMaterials::endDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolmaterials.cpp|98|715701|0.000027|13872|51|30|26350|229.382991
LLDefaultVBOPool::free|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|493|4712918|0.000175|23705|198|66|749804|4911.116090
"renderDeferredLighting - soften shadow"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8695|1521805|0.000057|173|8796|7550|12447|969.528814
LLTrace::Recording::handleStop|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|141|2956061|0.000110|172|17186|15271|23622|1595.202143
LLDrawable::makeStatic|E:\BoxxyViewer\indra\newview\lldrawable.cpp|564|4087830|0.000152|55440|73|5|6272|58.860996
draw_ui_backdrop|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1693|123979896|0.004614|172|720813|33262|1419689|240788.736418
LLSpatialPartition::move|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|973|113681493|0.004231|116863|972|73|118602|2149.092166
LLViewerMediaImpl::calculateInterest|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|3751|1478599|0.000055|688|2149|663|18250|1110.449379
FTM_UI_STRING|E:\BoxxyViewer\indra\llui\lluistring.cpp|128|123205|0.000005|63|1955|33|5826|1548.798452
LLFolderView::update|E:\BoxxyViewer\indra\llui\llfolderview.cpp|1734|2502257|0.000093|521|4802|1078|16840|4126.142854
LLImageGL::deleteTextures|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1299|2148|0.000000|13|165|9|257|85.580858
LLPipeline::clearReferences|E:\BoxxyViewer\indra\newview\pipeline.cpp|2296|14980|0.000001|344|43|12|284|29.520957
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::size|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|555|65254|0.000002|1892|34|21|1515|51.135059
gl_segmented_rect_3d_tex|E:\BoxxyViewer\indra\llrender\llrender2dutils.cpp|1566|3543085|0.000132|14276|248|187|133409|1139.031442
LLDrawPoolBump::bindBumpMap|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|445|267950|0.000010|560|478|44|10297|1096.744349
LLFace::dirtyTexture|E:\BoxxyViewer\indra\newview\llface.cpp|315|1269|0.000000|4|317|121|870|368.655666
LLGLSLShader::unbind|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1112|1278387|0.000048|39429|32|11|6420|60.386918
"renderDeferredLighting - atmospherics"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8772|4321010|0.000161|345|12524|10103|47864|2854.665141
LLDrawPoolBump::renderBump|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|518|809016|0.000030|1850|437|174|13635|432.770037
"rmmun - clear"|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|1064|28069|0.000001|24|1169|599|3561|661.531918
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|7210|4689|0.000000|48|97|6|167|39.777306
"stateSort"|E:\BoxxyViewer\indra\newview\pipeline.cpp|3304|35170437|0.001309|1290|27263|28|312041|56153.976374
"tcwfw - read fail"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|745|800|0.000000|2|400|256|544|203.646753
LLEnvironment::DayInstance::applyTimeDelta|E:\BoxxyViewer\indra\newview\llenvironment.cpp|2673|8654739|0.000322|173|50027|41133|147097|9252.379895
LLDrawable::addFace|E:\BoxxyViewer\indra\newview\lldrawable.cpp|317|398952|0.000015|1753|227|85|28105|715.303069
LLViewerObject::getAvatar|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|7688|37543255|0.001397|755438|49|5|63614|126.032437
LLTextureCache::readFromCache|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|1956|200356|0.000007|19|10545|1156|85335|18329.070703
LLStopWatchControlsMixinCommon::start|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|927|1694659|0.000063|172|9852|8864|13276|799.447027
"Exact OIT GPU scheduled finish"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1540|392029000|0.014591|172|2279238|1849012|2913622|209686.739963
LLReflectionMapManager::updateUniforms|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|1101|5444387|0.000203|606|8984|3792|124591|5691.587149
"llvfcs - copy verts"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7170|59469|0.000002|219|271|27|3902|490.784646
LLMotionController::updateMotionsByType|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|570|296281099|0.011027|8768|33791|8|282858|39195.951039
LLUIImageList::getUIImage|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1644|382604|0.000014|192|1992|79|3429|586.747901
LLSettingsVOSky::applySpecial|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|751|308431|0.000011|345|894|601|1915|182.319320
LLGLTFMaterial::getHash|E:\BoxxyViewer\indra\llprimitive\llgltfmaterial.cpp|865|1147|0.000000|5|229|63|484|198.695747
LLSettingsSky::updateSettings|E:\BoxxyViewer\indra\llinventory\llsettingssky.cpp|1122|91180|0.000003|173|527|357|1271|109.939862
"glBeginQuery"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1236|3186799|0.000119|45099|70|43|27400|174.098280
"shadow fullbright alpha masked"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9960|13601689|0.000506|2048|6641|771|71916|6167.949652
"lllog"|E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp|234|52821|0.000002|865|61|6|801|59.737970
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2023|15118|0.000001|397|38|6|370|73.318800
"w32t - Function Queue"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5594|233659|0.000009|111|2105|1233|31029|2792.041716
LLTrace::AccumulatorBufferGroup::append|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|105|2247336|0.000084|1376|1633|420|8618|573.795454
LLDrawPoolAlpha::renderAlpha|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|608|529320452|0.019701|2538|208558|18|1330678|331574.274991
LL::WorkQueueBase::runUntil|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|117|2762256|0.000103|1290|2141|326|122637|5670.156814
"tfwdw - CACHE_POST"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1217|25330|0.000001|19|1333|157|4195|1082.834167
LLMutex::unlock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|81|862853|0.000032|24415|35|7|5063|69.199730
display_stats|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|242|80328|0.000003|172|467|270|1139|113.293853
FTM_REGION_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5541|1937849|0.000072|173|11201|8084|40912|4403.487452
"vb cache hit"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1608|8487675|0.000316|46552|182|17|5575|103.746343
"GLTF Materials Cleanup"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|875|874103|0.000033|173|5052|3500|7008|682.179412
LLGLSLShader::setMinimumAlpha|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2035|7690826|0.000286|123058|62|24|11761|93.651548
LLImageGL::createGLTexture|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1624|197709|0.000007|14|14122|4809|18481|4286.747620
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|550|281546|0.000010|1365|206|6|3003|200.739166
FTM_NETWORK|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5529|108443|0.000004|173|626|296|7643|1051.349938
FTM_AGENT_POSITION|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5470|1208866|0.000045|172|7028|5674|12502|1046.049159
LLImageGL::analyzeAlphaData|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|2203|6631|0.000000|1|6631|6631|6631|0.000000
LLSDBinaryParser::doParse|E:\BoxxyViewer\indra\llcommon\llsdserialize.cpp|954|3544875|0.000132|1945|1822|53|139639|6433.081153
LLVOVolume::getBinRadius|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4828|22853331|0.000851|140097|163|8|70454|377.341018
LLVOAvatar::calculateAttachmentComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11794|6124176|0.000228|212|28887|1282|329056|59224.759883
LLTrace::AccumulatorBufferGroup::AccumulatorBufferGroup|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|41|6636|0.000000|344|19|6|34|5.125822
LLSharedMutex::lockExclusive|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|207|130594|0.000005|333|392|38|7205|648.932321
LLTextureCacheWorker::endWork|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|764|2959|0.000000|35|84|8|334|92.920111
LLPerfStats::StatsRecorder::processUpdate|E:\BoxxyViewer\indra\newview\llperfstats.h|241|705489|0.000026|1893|372|34|2184|372.960007
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1644|524286|0.000020|48782|10|6|5229|26.953000
"Exact OIT queue stats"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1277|1921589|0.000072|172|11172|2448|702569|60472.702911
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|14398|0.000001|688|20|6|646|26.863773
LLVOVolume::updateRiggedVolume|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5218|2322002|0.000086|43622|53|5|952|74.398076
LLFace::getTextureVirtualSize|E:\BoxxyViewer\indra\newview\llface.cpp|2227|66082253|0.002460|104434|632|8|150129|868.884720
LLVOAvatar::processAnimationStateChanges|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6369|6380785|0.000237|200|31903|371|191486|27680.475669
LLCore::HttpOpRequest::headerCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|875|310024|0.000012|457|678|58|17919|1429.934339
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|253943|0.000009|237|1071|70|37728|2400.995521
"world update"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5578|26419866|0.000983|173|152715|112265|256831|25991.124284
LLTextureFetchWorker::endWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2066|383553|0.000014|14|27396|2165|43589|14420.890608
LLGLSLShader::bindTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1138|30909566|0.001150|1442553|21|6|94922|211.563325
process_object_animation|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4129|326040|0.000012|3|108680|36370|201239|84279.079794
LLCore::HttpRequest::requestGetByteRange|E:\BoxxyViewer\indra\llcorehttp\httprequest.cpp|219|89021|0.000003|20|4451|965|12939|2737.977019
LLImageJ2C::decodeChannels|E:\BoxxyViewer\indra\llimage\llimagej2c.cpp|158|46103783|0.001716|18|2561321|308232|5996568|1948195.890280
LLViewerDynamicTexture::updateAllInstances|E:\BoxxyViewer\indra\newview\lldynamictexture.cpp|186|1819074|0.000068|173|10514|8135|58004|4818.429777
"Autopilot"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5315|92161|0.000003|172|535|401|1244|164.397980
LLWindowWin32::mainWindowProc|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2393|390044|0.000015|117|3333|1946|27974|3035.286135
"rmdo - push query"|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|370|1715889|0.000064|14878|115|80|2462|166.169424
LLGLSLShader::unbindTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1208|34227|0.000001|864|39|12|283|25.615053
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|83322|0.000003|2752|30|17|746|24.885211
LLTextureFetch::createRequest|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2520|160022|0.000006|19|8422|2109|13719|3337.608475
"Exact OIT overflow predicate submission"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1558|166043886|0.006180|172|965371|119039|1499826|166056.849052
LLViewerFetchedTexture::updateFetch|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2140|3784922|0.000141|48097|78|22|55259|764.154154
LLMeshRepository::loadMesh|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|4477|37497|0.000001|38|986|443|3481|485.882340
LLGLSLShader::uniform2fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1935|158469|0.000006|4702|33|22|7040|105.420741
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|16295|0.000001|1|16295|16295|16295|0.000000
LLReflectionMap::doOcclusion|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|319|4554404|0.000170|16781|271|7|26914|362.569775
LLMutexTrylock::LLMutexTrylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|367|867451|0.000032|4472|193|65|2951|124.230141
LLPelvisFixMotion::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|591|90|0.000000|2|45|36|54|12.727922
LLViewerMediaTexture::updateClass|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|3332|158733|0.000006|173|917|700|1850|170.201215
"lllog"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2186|86|0.000000|3|28|6|73|38.405729
"HUD Update"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|754|27121861|0.001009|173|156773|140174|292804|15440.239661
LLViewerWindow::setup3DViewport|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|5887|444570|0.000017|15483|28|7|1282|32.864820
LLTextureFetch::threadedUpdate|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3051|919628|0.000034|172|5346|863|45980|5598.068156
LLVolumeFace::create|E:\BoxxyViewer\indra\llmath\llvolume.cpp|5396|365750|0.000014|307|1191|75|11431|1611.992930
LLFace::genVolumeBBoxes|E:\BoxxyViewer\indra\newview\llface.cpp|812|617889|0.000023|5323|116|6|5695|174.253771
LLVOSky::updateSky|E:\BoxxyViewer\indra\newview\llvosky.cpp|692|44339|0.000002|173|256|127|4604|349.284093
LLGLSLShader::enableTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1234|32458521|0.001208|2172699|14|6|150690|168.964870
LLPerfStats::StatsRecorder::send|E:\BoxxyViewer\indra\newview\llperfstats.h|177|647085|0.000024|1721|375|50|1874|356.823781
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4146|728|0.000000|3|242|113|439|172.924839
LLViewerObjectList::cleanupReferences|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1284|67512|0.000003|42|1607|880|3332|502.068210
render_ui_2d|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1807|397418805|0.014792|172|2310574|1421505|3816743|376088.053876
LLViewerFetchedTexture::setKnownDrawSize|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1691|44510|0.000002|1020|43|23|714|49.041650
LLReflectionMap::update|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|55|167450664|0.006232|172|973550|131054|4151154|955689.897551
"tfwdw - WRITE_TO_CACHE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1866|350878|0.000013|18|19493|555|61123|16741.474954
LLDrawPoolWLSky::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolwlsky.cpp|473|7999587|0.000298|345|23187|12214|125766|10065.674973
LLTrace::AccumulatorBufferGroup::merge|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|114|619786|0.000023|1204|514|319|3210|179.049564
LLOcclusionCullingGroup::getNewOcclusionQueryObjectName|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|801|472018|0.000018|45406|10|6|12266|62.507152
LLTextureFetchWorker::callbackCacheRead|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2289|7514|0.000000|19|395|153|672|146.180824
"glTexImage2D copy"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1477|101623|0.000004|15|6774|1763|9230|2214.264776
LLTrace::PeriodicRecording::getPeriodMean|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|764|750449|0.000028|6020|124|85|1126|74.944735
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|552|40268|0.000001|1677|24|6|2618|81.923388
LLViewerTextureList::updateImageDecodePriority|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|929|342793683|0.012758|43297|7917|32|855561|35953.116148
"renderDeferredLighting - fullscreen lights"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8981|6924649|0.000258|345|20071|4189|129942|12595.890615
LLVolumeFace::resizeIndices|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7062|141833|0.000005|414|342|59|10937|742.152000
LLGLSLShader::getUniformLocation|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1746|7672278|0.000286|801662|9|5|113311|142.998014
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2360|6838|0.000000|18|379|94|1168|314.688268
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|5837|112153|0.000004|3406|32|6|418|48.260834
FTM_SIMULATE_PARTICLES|E:\BoxxyViewer\indra\newview\llviewerpartsim.cpp|672|33654633|0.001253|173|194535|133354|342464|41683.987696
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|3774|100|0.000000|1|100|100|100|0.000000
LLVOVolume::lodOrSculptChanged|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2144|766661|0.000029|370|2072|111|10289|1867.849204
"tcwfw - read"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|735|89303|0.000003|19|4700|330|7336|1997.432449
LLDrawable::cleanupReferences|E:\BoxxyViewer\indra\newview\lldrawable.cpp|251|606486|0.000023|42|14440|10055|19196|2195.490500
LLCharacter::updateMotions|E:\BoxxyViewer\indra\llcharacter\llcharacter.cpp|175|380595286|0.014165|15538|24494|353|305423|42894.958352
LLReflectionMapManager::updateProbeFace|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|785|168763780|0.006281|172|981184|139928|4158818|955320.608965
LLMeshRepository::getMeshSize|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|5213|425882|0.000016|2951|144|89|953|59.903985
"renderDeferredLighting - local lights"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8827|20574152|0.000766|345|59635|29218|179497|16674.467873
FTM_FRAME|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1347|5099919627|0.189814|170|29999527|24409859|43443516|2508234.629133
"vftuf - request created"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2319|6558|0.000000|19|345|274|398|29.652618
LLDate::toHTTPDateString|E:\BoxxyViewer\indra\llcommon\lldate.cpp|103|10235|0.000000|7|1462|436|6085|2049.617973
LLViewerFetchedTexture::doLoadedCallbacks|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2658|65836|0.000002|346|190|34|1118|93.433104
`anonymous-namespace'::RecordToFile::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|172|646024|0.000024|44|14682|4064|28851|9824.235637
LLTextureFetch::deleteRequest|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2674|22580|0.000001|8|2822|680|3513|934.894952
LLDrawPoolAvatar::renderShadow|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|352|31258943|0.001163|276480|113|5|200858|618.436474
LLImageGL::setManualImage|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1314|1102|0.000000|35|31|7|177|33.449259
